user_id,signup_date,country,device_type,traffic_source
2077,2023-01-12,Singapore,desktop,referral
2078,2023-10-16,Singapore,mobile,google_ads
2079,2024-01-08,Australia,desktop,google_ads
2080,2023-01-11,Canada,tablet,facebook_ads
2081,2023-11-29,India,mobile,facebook_ads
2082,2023-11-20,India,tablet,organic_search
2083,2023-09-16,UK,desktop,referral
2084,2023-01-04,Germany,mobile,referral
2085,2023-08-04,US,tablet,direct
2086,2023-06-09,Australia,desktop,referral
2087,2024-06-21,UK,tablet,organic_search
2088,2023-07-12,Singapore,desktop,referral
2089,2023-11-27,US,desktop,google_ads
2090,2024-04-02,Canada,tablet,organic_search
2091,2023-07-20,India,tablet,referral
2092,2023-10-08,Singapore,tablet,google_ads
2093,2024-06-21,Australia,mobile,organic_search
2094,2023-06-04,UK,mobile,direct
2095,2023-10-31,US,tablet,referral
2096,2023-12-30,India,tablet,facebook_ads
2097,2023-07-11,Singapore,desktop,organic_search
2098,2023-04-04,India,mobile,direct
2099,2023-12-30,India,tablet,facebook_ads
2100,2023-11-26,Brazil,mobile,facebook_ads
2101,2024-02-20,Canada,mobile,direct
2102,2023-12-26,Germany,tablet,google_ads
2103,2024-01-26,Brazil,tablet,email
2104,2023-07-29,India,tablet,facebook_ads
2105,2024-01-21,UK,tablet,direct
2106,2023-10-30,Germany,desktop,google_ads
2107,2023-07-20,UK,desktop,direct
2108,2023-05-16,Singapore,tablet,email
2109,2023-12-08,Brazil,tablet,referral
2110,2024-05-30,US,mobile,facebook_ads
2111,2024-03-26,UK,mobile,direct
2112,2024-02-17,US,mobile,direct
2113,2023-11-11,US,tablet,direct
2114,2024-02-08,UK,desktop,referral
2115,2024-05-01,Brazil,desktop,facebook_ads
2116,2023-07-21,India,desktop,referral
2117,2023-05-30,Canada,mobile,organic_search
2118,2024-05-24,UK,desktop,organic_search
2119,2023-04-07,Brazil,mobile,direct
2120,2023-12-10,India,mobile,referral
2121,2024-03-09,UK,desktop,organic_search
2122,2023-01-09,Singapore,desktop,google_ads
2123,2023-11-08,Germany,tablet,google_ads
2124,2024-02-25,US,mobile,direct
2125,2023-10-16,US,tablet,referral
2126,2024-05-21,Australia,tablet,direct
2127,2024-02-05,Australia,desktop,referral
2128,2023-10-24,Australia,mobile,facebook_ads
2129,2024-04-29,Germany,desktop,facebook_ads
2130,2023-03-11,Canada,tablet,organic_search
2131,2023-10-17,Germany,mobile,email
2132,2023-06-30,Germany,tablet,google_ads
2133,2023-09-10,Singapore,mobile,google_ads
2134,2023-02-03,India,desktop,google_ads
2135,2023-07-22,UK,tablet,organic_search
2136,2023-12-27,US,mobile,referral
2137,2024-03-26,UK,desktop,direct
2138,2023-02-22,Singapore,mobile,google_ads
2139,2023-12-31,Canada,mobile,referral
2140,2023-11-18,US,desktop,referral
2141,2023-05-11,Canada,desktop,referral
2142,2024-05-13,US,mobile,google_ads
2143,2024-03-16,US,mobile,organic_search
2144,2024-05-02,Canada,desktop,facebook_ads
2145,2023-07-16,India,tablet,direct
2146,2024-01-03,Singapore,desktop,organic_search
2147,2023-02-13,UK,desktop,email
2148,2024-03-01,Singapore,mobile,organic_search
2149,2023-11-11,Canada,tablet,google_ads
2150,2024-04-08,Singapore,desktop,google_ads
2151,2023-04-08,Germany,tablet,organic_search
2152,2023-05-05,Brazil,desktop,google_ads
2153,2023-11-23,US,desktop,referral
2154,2024-06-03,US,mobile,google_ads
2155,2023-03-17,UK,desktop,facebook_ads
2156,2023-06-02,Australia,tablet,google_ads
2157,2024-02-11,US,mobile,organic_search
2158,2023-03-30,Singapore,desktop,facebook_ads
2159,2023-04-02,India,mobile,facebook_ads
2160,2024-01-11,US,mobile,direct
2161,2024-02-28,Germany,tablet,organic_search
2162,2023-09-18,UK,desktop,facebook_ads
2163,2023-04-10,Canada,tablet,google_ads
2164,2023-02-27,Australia,desktop,organic_search
2165,2024-05-04,US,desktop,email
2166,2023-04-08,India,mobile,email
2167,2023-10-31,India,mobile,direct
2168,2023-01-25,India,tablet,referral
2169,2024-06-14,Germany,tablet,google_ads
2170,2024-06-22,Australia,tablet,direct
2171,2023-08-10,Canada,mobile,direct
2172,2024-01-19,India,tablet,facebook_ads
2173,2023-06-29,India,tablet,email
2174,2024-03-20,US,tablet,google_ads
2175,2023-07-28,US,mobile,organic_search
2176,2024-03-15,Singapore,tablet,email
2177,2023-02-03,Australia,desktop,facebook_ads
2178,2023-01-28,Brazil,tablet,organic_search
2179,2023-10-12,India,tablet,google_ads
2180,2023-06-11,Brazil,mobile,google_ads
2181,2023-01-07,UK,tablet,google_ads
2182,2023-04-22,Germany,mobile,organic_search
2183,2024-05-08,UK,mobile,organic_search
2184,2024-03-13,Australia,desktop,google_ads
2185,2024-05-09,Brazil,desktop,direct
2186,2023-08-15,UK,desktop,referral
2187,2023-09-16,Brazil,desktop,email
2188,2023-01-12,Singapore,desktop,referral
2189,2023-07-03,Australia,desktop,referral
2190,2024-03-16,UK,mobile,direct
2191,2023-03-11,Singapore,tablet,google_ads
2192,2023-01-15,UK,tablet,email
2193,2024-03-09,US,desktop,google_ads
2194,2023-02-02,Singapore,mobile,facebook_ads
2195,2023-10-08,US,tablet,referral
2196,2023-06-11,India,tablet,direct
2197,2023-08-31,India,mobile,direct
2198,2023-01-17,UK,tablet,organic_search
2199,2024-05-16,Singapore,desktop,organic_search
2200,2023-04-23,Brazil,desktop,referral
2201,2023-07-16,Germany,desktop,facebook_ads
2202,2024-05-05,UK,tablet,organic_search
2203,2023-01-30,Brazil,tablet,direct
2204,2023-01-16,Germany,tablet,facebook_ads
2205,2023-04-03,Canada,tablet,direct
2206,2023-04-09,US,desktop,email
2207,2023-01-20,Australia,desktop,facebook_ads
2208,2024-03-12,US,desktop,organic_search
2209,2023-08-24,US,tablet,referral
2210,2024-02-25,UK,mobile,google_ads
2211,2023-03-23,US,tablet,referral
2212,2024-02-29,Germany,mobile,referral
2213,2023-03-20,Brazil,tablet,referral
2214,2023-05-07,India,mobile,email
2215,2023-10-23,Canada,desktop,email
2216,2024-01-17,Canada,tablet,facebook_ads
2217,2023-02-25,Canada,tablet,google_ads
2218,2023-01-17,India,desktop,email
2219,2023-06-27,Canada,mobile,referral
2220,2023-03-04,US,tablet,referral
2221,2024-06-04,Australia,tablet,email
2222,2023-10-25,India,mobile,facebook_ads
2223,2023-03-15,India,desktop,facebook_ads
2224,2023-05-21,Australia,mobile,google_ads
2225,2023-01-26,India,tablet,direct
2226,2023-07-24,UK,desktop,email
2227,2024-06-23,India,mobile,email
2228,2023-02-26,Canada,tablet,referral
2229,2024-04-12,Singapore,desktop,email
2230,2023-08-04,India,tablet,direct
2231,2023-12-22,Germany,tablet,email
2232,2023-08-04,Brazil,tablet,referral
2233,2024-01-21,Singapore,mobile,facebook_ads
2234,2023-10-11,UK,mobile,facebook_ads
2235,2023-08-21,Australia,tablet,facebook_ads
2236,2023-03-28,Canada,tablet,direct
2237,2024-06-13,UK,tablet,direct
2238,2023-12-22,Singapore,tablet,google_ads
2239,2023-01-08,Canada,mobile,facebook_ads
2240,2023-09-10,UK,desktop,referral
2241,2023-01-02,Germany,mobile,referral
2242,2023-03-12,Australia,mobile,referral
2243,2023-10-29,UK,mobile,email
2244,2023-04-17,India,mobile,referral
2245,2023-05-18,Canada,desktop,direct
2246,2023-04-16,Germany,tablet,email
2247,2023-09-17,Germany,tablet,referral
2248,2023-02-04,Singapore,desktop,organic_search
2249,2024-01-21,India,desktop,facebook_ads
2250,2023-08-23,Brazil,desktop,direct
2251,2023-07-09,UK,tablet,email
2252,2024-05-09,India,tablet,facebook_ads
2253,2023-10-15,India,mobile,direct
2254,2023-07-12,Australia,tablet,direct
2255,2024-05-20,UK,mobile,direct
2256,2023-09-11,Canada,mobile,referral
2257,2023-04-07,Australia,mobile,organic_search
2258,2023-04-02,Canada,desktop,organic_search
2259,2024-01-14,India,desktop,referral
2260,2024-01-31,Brazil,mobile,organic_search
2261,2023-12-19,Germany,mobile,direct
2262,2023-08-12,Canada,tablet,google_ads
2263,2023-06-26,US,mobile,referral
2264,2023-10-08,Brazil,tablet,organic_search
2265,2024-04-12,Germany,mobile,google_ads
2266,2024-05-08,Australia,mobile,google_ads
2267,2023-04-27,Germany,tablet,referral
2268,2024-04-29,Australia,mobile,referral
2269,2023-11-26,Germany,tablet,direct
2270,2023-05-18,India,tablet,email
2271,2024-05-24,India,mobile,google_ads
2272,2024-03-13,UK,desktop,google_ads
2273,2023-10-22,Singapore,mobile,google_ads
2274,2023-05-07,UK,desktop,facebook_ads
2275,2023-01-03,Singapore,mobile,google_ads
2276,2024-04-17,Canada,mobile,google_ads
2277,2024-01-04,Canada,desktop,google_ads
2278,2023-04-15,Germany,tablet,referral
2279,2023-05-12,UK,desktop,referral
2280,2024-04-18,Canada,desktop,referral
2281,2024-02-21,UK,desktop,direct
2282,2023-07-26,US,tablet,google_ads
2283,2024-02-16,US,tablet,direct
2284,2023-09-03,Germany,desktop,direct
2285,2023-07-27,UK,tablet,google_ads
2286,2024-05-09,Brazil,desktop,google_ads
2287,2024-03-17,UK,mobile,organic_search
2288,2023-10-06,Germany,mobile,organic_search
2289,2023-08-04,Singapore,desktop,referral
2290,2024-04-27,Australia,tablet,google_ads
2291,2024-05-06,US,mobile,referral
2292,2023-11-21,Canada,tablet,direct
2293,2024-02-02,Brazil,tablet,facebook_ads
2294,2023-08-31,UK,tablet,referral
2295,2023-06-11,Brazil,tablet,facebook_ads
2296,2023-07-04,Canada,tablet,facebook_ads
2297,2024-01-11,Australia,tablet,organic_search
2298,2024-01-06,Canada,tablet,referral
2299,2023-07-06,Brazil,tablet,referral
2300,2024-01-20,Singapore,desktop,google_ads
2301,2023-01-03,UK,desktop,email
2302,2024-06-09,India,tablet,facebook_ads
2303,2023-06-23,India,tablet,organic_search
2304,2023-09-01,US,tablet,google_ads
2305,2023-07-15,UK,mobile,email
2306,2024-02-12,Germany,desktop,direct
2307,2023-12-03,UK,mobile,direct
2308,2024-01-19,Singapore,desktop,google_ads
2309,2023-02-10,Canada,tablet,facebook_ads
2310,2023-03-27,India,desktop,direct
2311,2024-05-19,Australia,tablet,facebook_ads
2312,2024-04-18,Australia,tablet,direct
2313,2024-03-18,Germany,mobile,direct
2314,2023-04-19,UK,mobile,organic_search
2315,2023-04-26,Singapore,mobile,google_ads
2316,2023-02-02,Canada,mobile,referral
2317,2023-06-07,Singapore,tablet,facebook_ads
2318,2023-01-09,Brazil,tablet,direct
2319,2024-05-10,Australia,tablet,facebook_ads
2320,2023-12-08,Australia,desktop,email
2321,2023-12-04,Singapore,desktop,google_ads
2322,2023-04-22,US,tablet,referral
2323,2023-06-23,US,desktop,email
2324,2024-01-26,Germany,mobile,email
2325,2024-02-19,Germany,desktop,facebook_ads
2326,2024-01-26,Germany,mobile,organic_search
2327,2024-05-20,Canada,mobile,referral
2328,2023-11-22,UK,mobile,referral
2329,2024-05-13,Brazil,desktop,facebook_ads
2330,2024-01-18,Canada,mobile,google_ads
2331,2024-05-03,Brazil,mobile,google_ads
2332,2023-05-31,Canada,mobile,referral
2333,2023-08-25,Canada,tablet,google_ads
2334,2023-06-07,Brazil,desktop,facebook_ads
2335,2024-03-17,Australia,mobile,facebook_ads
2336,2024-05-08,Canada,mobile,direct
2337,2023-01-06,UK,mobile,google_ads
2338,2023-11-07,UK,mobile,facebook_ads
2339,2023-03-21,Singapore,mobile,direct
2340,2023-03-07,Singapore,mobile,direct
2341,2024-05-29,US,mobile,direct
2342,2024-06-01,US,desktop,facebook_ads
2343,2023-08-01,Brazil,tablet,facebook_ads
2344,2024-01-05,Germany,mobile,referral
2345,2024-01-31,UK,desktop,referral
2346,2023-01-25,Canada,desktop,google_ads
2347,2023-04-07,UK,mobile,direct
2348,2024-02-01,Australia,desktop,facebook_ads
2349,2023-11-12,Brazil,mobile,email
2350,2024-02-06,Singapore,mobile,organic_search
2351,2023-09-21,Germany,mobile,facebook_ads
2352,2023-04-15,Singapore,mobile,organic_search
2353,2023-02-27,Canada,desktop,organic_search
2354,2023-02-26,India,mobile,email
2355,2023-03-14,Germany,mobile,email
2356,2023-07-29,Singapore,mobile,email
2357,2023-10-28,Germany,mobile,referral
2358,2023-12-12,Germany,tablet,facebook_ads
2359,2023-09-29,UK,desktop,facebook_ads
2360,2024-02-15,Singapore,tablet,direct
2361,2024-05-21,Singapore,tablet,facebook_ads
2362,2023-05-02,Australia,tablet,email
2363,2023-04-30,Singapore,mobile,direct
2364,2023-12-02,Germany,desktop,email
2365,2023-10-01,US,tablet,direct
2366,2023-04-09,US,mobile,email
2367,2024-02-04,Canada,tablet,organic_search
2368,2023-01-12,Singapore,desktop,google_ads
2369,2023-02-19,India,desktop,google_ads
2370,2023-02-13,Singapore,mobile,organic_search
2371,2024-05-25,Germany,tablet,direct
2372,2023-01-23,India,tablet,email
2373,2023-12-17,UK,mobile,referral
2374,2024-05-30,UK,tablet,direct
2375,2024-04-21,Singapore,tablet,referral
2376,2023-08-11,US,mobile,facebook_ads
2377,2024-05-25,Germany,tablet,referral
2378,2023-02-02,Canada,tablet,facebook_ads
2379,2024-02-29,Brazil,desktop,email
2380,2024-01-20,Canada,tablet,facebook_ads
2381,2023-11-21,India,tablet,direct
2382,2023-12-15,Singapore,mobile,organic_search
2383,2024-02-21,Singapore,tablet,direct
2384,2023-07-22,Germany,desktop,google_ads
2385,2023-02-11,India,desktop,email
2386,2023-04-10,Brazil,mobile,organic_search
2387,2024-02-24,India,mobile,facebook_ads
2388,2023-07-11,Singapore,mobile,email
2389,2023-12-24,Brazil,mobile,referral
2390,2023-08-10,UK,tablet,organic_search
2391,2023-07-17,Canada,mobile,organic_search
2392,2023-07-02,India,tablet,organic_search
2393,2023-05-27,US,desktop,email
2394,2024-05-10,UK,tablet,google_ads
2395,2023-11-12,US,desktop,direct
2396,2024-06-05,Australia,desktop,organic_search
2397,2024-04-26,US,tablet,google_ads
2398,2023-10-13,Brazil,tablet,organic_search
2399,2023-06-04,UK,tablet,referral
2400,2023-07-17,UK,tablet,email
2401,2023-10-01,US,desktop,organic_search
2402,2024-03-29,Singapore,mobile,google_ads
2403,2024-05-11,Australia,tablet,google_ads
2404,2023-11-28,Canada,desktop,referral
2405,2024-04-11,Singapore,mobile,direct
2406,2023-10-06,Brazil,tablet,email
2407,2023-02-27,US,tablet,email
2408,2024-06-23,India,tablet,organic_search
2409,2024-03-26,Singapore,tablet,email
2410,2023-10-03,India,mobile,organic_search
2411,2023-05-18,Brazil,desktop,direct
2412,2023-04-19,UK,mobile,organic_search
2413,2023-03-15,Singapore,tablet,direct
2414,2023-11-20,US,desktop,email
2415,2023-09-21,Germany,mobile,google_ads
2416,2024-04-10,Brazil,mobile,direct
2417,2023-03-27,Brazil,tablet,direct
2418,2023-11-24,UK,desktop,organic_search
2419,2023-03-07,India,mobile,facebook_ads
2420,2023-05-28,Germany,desktop,organic_search
2421,2024-01-03,UK,desktop,email
2422,2023-02-25,US,mobile,referral
2423,2023-04-07,Germany,tablet,email
2424,2023-03-18,Germany,mobile,google_ads
2425,2024-03-22,UK,mobile,organic_search
2426,2023-09-22,UK,desktop,direct
2427,2023-03-09,Brazil,tablet,email
2428,2023-09-13,Australia,mobile,direct
2429,2023-08-03,US,mobile,organic_search
2430,2024-02-14,Canada,tablet,google_ads
2431,2023-04-29,India,mobile,email
2432,2023-11-03,India,mobile,referral
2433,2024-05-07,Singapore,tablet,organic_search
2434,2023-12-15,UK,tablet,google_ads
2435,2023-05-17,Canada,mobile,referral
2436,2023-12-14,Germany,tablet,organic_search
2437,2023-02-13,US,mobile,direct
2438,2023-06-18,Australia,tablet,email
2439,2024-03-12,Australia,mobile,facebook_ads
2440,2023-01-30,US,tablet,facebook_ads
2441,2023-03-15,India,tablet,email
2442,2023-06-19,India,desktop,google_ads
2443,2024-03-20,UK,desktop,google_ads
2444,2024-04-07,Germany,tablet,email
2445,2024-06-17,Singapore,desktop,direct
2446,2023-12-21,Canada,tablet,facebook_ads
2447,2023-05-28,UK,mobile,email
2448,2024-03-03,India,desktop,referral
2449,2023-09-20,Singapore,mobile,referral
2450,2023-08-27,Canada,mobile,direct
2451,2023-05-12,India,mobile,referral
2452,2024-04-25,India,desktop,organic_search
2453,2023-09-07,Australia,mobile,facebook_ads
2454,2023-12-07,Singapore,tablet,facebook_ads
2455,2024-05-04,Germany,tablet,direct
2456,2023-11-28,US,tablet,organic_search
2457,2023-08-06,Singapore,desktop,facebook_ads
2458,2023-11-06,India,mobile,referral
2459,2024-05-28,Australia,desktop,organic_search
2460,2024-04-09,Australia,desktop,organic_search
2461,2023-01-21,US,mobile,organic_search
2462,2023-05-04,Australia,mobile,referral
2463,2023-11-15,UK,desktop,facebook_ads
2464,2023-10-07,India,mobile,direct
2465,2023-09-29,India,desktop,email
2466,2023-08-26,Brazil,desktop,email
2467,2023-05-02,Singapore,desktop,email
2468,2024-03-16,US,tablet,direct
2469,2023-06-02,India,tablet,organic_search
2470,2023-10-24,India,tablet,direct
2471,2023-11-11,Canada,mobile,organic_search
2472,2023-10-01,Canada,desktop,email
2473,2024-01-16,UK,tablet,organic_search
2474,2023-07-30,Brazil,tablet,facebook_ads
2475,2023-08-16,Singapore,mobile,google_ads
2476,2024-05-05,Australia,tablet,email
2477,2023-07-08,Germany,mobile,email
2478,2023-01-04,Singapore,mobile,organic_search
2479,2023-02-27,US,mobile,organic_search
2480,2023-04-05,Singapore,tablet,direct
2481,2023-06-07,Singapore,desktop,facebook_ads
2482,2024-02-12,Canada,tablet,organic_search
2483,2023-03-22,Germany,tablet,google_ads
2484,2024-06-20,US,desktop,referral
2485,2023-08-31,Germany,mobile,email
2486,2023-11-21,India,mobile,organic_search
2487,2024-05-29,Canada,desktop,organic_search
2488,2024-05-23,Canada,desktop,referral
2489,2024-02-07,Australia,tablet,email
2490,2023-12-02,Brazil,mobile,email
2491,2023-11-21,Brazil,desktop,google_ads
2492,2024-06-09,Germany,desktop,facebook_ads
2493,2024-02-29,Singapore,tablet,referral
2494,2024-06-16,Germany,desktop,google_ads
2495,2023-05-30,Singapore,desktop,facebook_ads
2496,2024-05-22,UK,desktop,organic_search
2497,2024-01-02,Australia,desktop,direct
2498,2024-01-17,Australia,tablet,direct
2499,2023-08-05,UK,desktop,referral
2500,2023-02-01,India,desktop,google_ads
2501,2023-11-29,Germany,desktop,facebook_ads
2502,2024-02-01,Canada,mobile,direct
2503,2023-02-24,Australia,desktop,direct
2504,2023-02-22,India,desktop,facebook_ads
2505,2024-06-11,Brazil,tablet,facebook_ads
2506,2023-08-14,Singapore,mobile,facebook_ads
2507,2024-05-16,India,tablet,organic_search
2508,2024-03-25,Singapore,mobile,email
2509,2023-09-27,US,desktop,direct
2510,2024-03-08,Germany,tablet,referral
2511,2023-06-10,Singapore,tablet,direct
2512,2024-04-28,Brazil,desktop,email
2513,2023-07-26,Australia,desktop,google_ads
2514,2024-02-09,UK,tablet,referral
2515,2023-03-15,US,mobile,organic_search
2516,2023-05-22,US,mobile,google_ads
2517,2023-11-07,US,desktop,email
2518,2023-05-26,Australia,tablet,email
2519,2024-04-05,Australia,tablet,direct
2520,2023-11-10,Germany,tablet,facebook_ads
2521,2023-07-07,India,tablet,organic_search
2522,2024-05-05,Canada,desktop,email
2523,2024-01-01,Germany,mobile,facebook_ads
2524,2023-07-18,India,tablet,referral
2525,2023-09-08,Canada,tablet,direct
2526,2023-05-11,Germany,tablet,google_ads
2527,2023-07-26,Canada,tablet,google_ads
2528,2023-11-30,Germany,desktop,facebook_ads
2529,2024-06-19,Brazil,tablet,organic_search
2530,2023-02-20,US,tablet,referral
2531,2023-01-03,US,desktop,google_ads
2532,2023-01-17,UK,tablet,referral
2533,2023-06-25,Australia,tablet,organic_search
2534,2024-05-03,Canada,mobile,email
2535,2023-03-11,Canada,tablet,organic_search
2536,2024-06-17,India,desktop,email
2537,2023-10-27,Singapore,desktop,organic_search
2538,2024-04-10,Brazil,tablet,google_ads
2539,2024-06-03,US,mobile,facebook_ads
2540,2023-04-30,Brazil,desktop,email
2541,2023-04-15,Australia,tablet,facebook_ads
2542,2023-11-04,Singapore,desktop,direct
2543,2024-03-23,Canada,desktop,facebook_ads
2544,2024-03-05,India,mobile,referral
2545,2023-10-30,Brazil,desktop,referral
2546,2024-01-18,Brazil,tablet,referral
2547,2023-08-16,Canada,tablet,referral
2548,2024-04-20,Singapore,tablet,facebook_ads
2549,2023-05-10,US,desktop,direct
2550,2023-11-09,US,mobile,referral
2551,2023-02-16,India,desktop,referral
2552,2024-04-09,India,desktop,direct
2553,2024-03-08,US,mobile,google_ads
2554,2023-03-25,Brazil,tablet,facebook_ads
2555,2024-05-30,Germany,tablet,google_ads
2556,2023-12-19,India,tablet,direct
2557,2023-11-26,UK,mobile,facebook_ads
2558,2023-08-21,Australia,mobile,direct
2559,2023-07-07,UK,desktop,direct
2560,2023-08-03,Germany,desktop,direct
2561,2024-03-11,Germany,tablet,email
2562,2023-05-29,Australia,tablet,email
2563,2023-01-16,Brazil,mobile,email
2564,2023-12-16,UK,tablet,facebook_ads
2565,2024-04-18,Germany,tablet,google_ads
2566,2023-08-26,Singapore,mobile,facebook_ads
2567,2024-03-29,Australia,mobile,email
2568,2023-12-22,Australia,desktop,referral
2569,2023-11-09,UK,tablet,facebook_ads
2570,2024-05-31,Singapore,desktop,email
2571,2023-07-07,Germany,desktop,google_ads
2572,2024-05-08,Brazil,desktop,google_ads
2573,2023-10-22,Australia,mobile,facebook_ads
2574,2023-03-13,India,mobile,organic_search
2575,2024-06-21,Brazil,tablet,organic_search
2576,2024-06-10,Canada,desktop,organic_search
2577,2023-11-10,Brazil,desktop,facebook_ads
2578,2023-08-16,Singapore,desktop,organic_search
2579,2023-05-13,Brazil,desktop,facebook_ads
2580,2024-03-12,Australia,mobile,facebook_ads
2581,2023-07-24,Canada,tablet,google_ads
2582,2023-08-22,India,mobile,email
2583,2024-04-13,UK,mobile,referral
2584,2023-07-16,US,tablet,email
2585,2024-02-22,Singapore,mobile,referral
2586,2024-03-03,US,tablet,referral
2587,2024-04-03,Canada,desktop,facebook_ads
2588,2023-06-08,Germany,tablet,facebook_ads
2589,2023-03-25,Singapore,tablet,email
2590,2023-02-17,US,tablet,referral
2591,2024-04-21,Brazil,desktop,referral
2592,2023-08-05,Canada,mobile,google_ads
2593,2024-06-23,UK,tablet,google_ads
2594,2023-01-19,Canada,tablet,email
2595,2023-11-08,Brazil,mobile,direct
2596,2023-05-07,India,mobile,facebook_ads
2597,2023-12-24,Brazil,mobile,direct
2598,2023-01-13,UK,desktop,referral
2599,2023-02-02,India,tablet,google_ads
2600,2024-03-10,Germany,mobile,google_ads
2601,2024-05-08,US,mobile,facebook_ads
2602,2023-05-05,Australia,tablet,google_ads
2603,2023-01-29,Canada,tablet,direct
2604,2023-04-14,UK,mobile,referral
2605,2023-12-10,UK,mobile,facebook_ads
2606,2023-07-01,Germany,desktop,direct
2607,2024-03-02,US,tablet,email
2608,2024-02-16,Germany,desktop,organic_search
2609,2023-09-25,Australia,desktop,facebook_ads
2610,2023-07-26,Brazil,mobile,email
2611,2024-05-03,US,desktop,referral
2612,2023-02-13,Brazil,tablet,organic_search
2613,2023-05-28,UK,mobile,referral
2614,2023-03-14,Singapore,mobile,google_ads
2615,2023-04-28,Canada,desktop,facebook_ads
2616,2023-12-25,Australia,desktop,google_ads
2617,2023-07-26,UK,tablet,email
2618,2023-02-26,Germany,mobile,direct
2619,2023-04-03,US,tablet,email
2620,2023-08-16,Brazil,tablet,organic_search
2621,2023-11-30,Brazil,desktop,direct
2622,2024-04-10,Singapore,tablet,facebook_ads
2623,2023-10-20,Germany,mobile,referral
2624,2023-04-26,India,mobile,email
2625,2024-01-08,US,desktop,facebook_ads
2626,2023-07-24,Canada,mobile,organic_search
2627,2024-06-18,Brazil,mobile,google_ads
2628,2023-11-01,UK,desktop,direct
2629,2023-06-05,Canada,desktop,facebook_ads
2630,2023-08-11,Brazil,desktop,email
2631,2023-12-09,US,tablet,organic_search
2632,2023-08-22,Brazil,tablet,facebook_ads
2633,2023-02-19,UK,tablet,organic_search
2634,2023-07-17,Canada,mobile,email
2635,2023-04-20,Singapore,tablet,referral
2636,2024-04-14,India,mobile,referral
2637,2024-05-25,Australia,desktop,google_ads
2638,2024-03-30,UK,desktop,facebook_ads
2639,2023-06-17,UK,mobile,referral
2640,2024-04-09,Singapore,mobile,facebook_ads
2641,2024-04-28,US,tablet,referral
2642,2023-12-18,Canada,desktop,referral
2643,2024-04-09,Canada,tablet,organic_search
2644,2023-07-28,Singapore,mobile,email
2645,2023-01-01,Australia,tablet,facebook_ads
2646,2023-03-21,Singapore,mobile,referral
2647,2023-03-25,UK,tablet,organic_search
2648,2023-03-26,India,mobile,email
2649,2024-05-18,UK,mobile,direct
2650,2024-06-22,Canada,mobile,organic_search
2651,2023-09-17,UK,desktop,organic_search
2652,2024-04-02,Australia,mobile,referral
2653,2023-01-13,Germany,tablet,email
2654,2023-07-23,Singapore,mobile,google_ads
2655,2023-11-17,UK,tablet,organic_search
2656,2024-04-07,Australia,mobile,direct
2657,2023-01-05,Canada,tablet,google_ads
2658,2023-10-18,Australia,desktop,email
2659,2024-02-23,India,desktop,organic_search
2660,2023-02-11,Australia,mobile,referral
2661,2024-05-19,US,desktop,referral
2662,2023-04-23,Germany,tablet,email
2663,2024-01-14,Canada,tablet,email
2664,2023-08-29,UK,desktop,google_ads
2665,2024-03-02,US,tablet,google_ads
2666,2024-02-13,Australia,desktop,organic_search
2667,2023-09-12,Australia,desktop,referral
2668,2023-08-17,Germany,desktop,google_ads
2669,2024-05-01,Singapore,tablet,email
2670,2023-11-09,Brazil,mobile,facebook_ads
2671,2023-11-02,Singapore,desktop,google_ads
2672,2023-05-20,Germany,tablet,email
2673,2024-05-30,Canada,desktop,organic_search
2674,2024-01-18,Canada,mobile,direct
2675,2023-08-31,Canada,mobile,google_ads
2676,2023-11-18,Germany,mobile,organic_search
2677,2023-11-21,India,tablet,google_ads
2678,2023-05-17,India,tablet,organic_search
2679,2024-02-27,India,mobile,direct
2680,2024-05-21,Brazil,tablet,referral
2681,2023-05-04,UK,desktop,direct
2682,2024-01-03,Brazil,mobile,direct
2683,2024-02-13,Australia,desktop,organic_search
2684,2023-06-18,India,desktop,email
2685,2024-03-18,Brazil,desktop,facebook_ads
2686,2023-12-08,Singapore,tablet,direct
2687,2024-03-21,India,mobile,direct
2688,2023-09-30,Brazil,tablet,google_ads
2689,2023-03-08,Brazil,desktop,email
2690,2023-12-11,Brazil,desktop,referral
2691,2024-04-23,Canada,tablet,facebook_ads
2692,2023-09-01,UK,tablet,organic_search
2693,2024-06-05,Singapore,tablet,google_ads
2694,2023-10-03,India,desktop,facebook_ads
2695,2023-01-08,Singapore,mobile,organic_search
2696,2024-01-03,UK,mobile,direct
2697,2023-07-12,Australia,desktop,organic_search
2698,2024-04-07,Australia,mobile,facebook_ads
2699,2024-04-06,US,tablet,referral
2700,2023-11-27,India,tablet,organic_search
2701,2023-11-02,India,mobile,google_ads
2702,2023-09-10,Singapore,mobile,email
2703,2023-06-26,Germany,desktop,email
2704,2023-03-01,Germany,mobile,referral
2705,2023-02-04,India,desktop,google_ads
2706,2023-05-08,Canada,mobile,organic_search
2707,2023-10-19,India,mobile,referral
2708,2023-02-11,Canada,mobile,email
2709,2024-04-16,Australia,mobile,referral
2710,2023-03-11,Brazil,desktop,referral
2711,2023-05-06,Germany,mobile,organic_search
2712,2023-01-17,US,desktop,google_ads
2713,2023-08-22,India,desktop,facebook_ads
2714,2023-01-16,Australia,tablet,referral
2715,2024-05-07,Australia,mobile,direct
2716,2023-04-16,UK,mobile,organic_search
2717,2023-01-04,Brazil,mobile,direct
2718,2023-11-05,UK,mobile,facebook_ads
